word,category,frequency,length
pulley,noun,11,6
bey,noun,6,3
farouk,noun,5,6
phony,adjective,12,5
gushed,verb,5,6
scream,verb,13,6
gamblers,noun,5,8
x,noun,15,1
screaming,verb,17,9
screamed,verb,17,8
luxurious,adjective,6,9
impatient,adjective,10,9
claire,noun,16,6
shaefer,noun,7,7
kidney,noun,6,6
disorder,noun,7,8
tumors,noun,8,6
quack,noun,9,5
quackery,noun,6,8
quacks,noun,9,6
flashing,verb,6,8
vocabulary,noun,13,10
fake,adjective,10,4
reich,noun,6,5
chloride,noun,5,8
twirling,verb,5,8
prescription,noun,5,12
stephens,noun,5,8
prosecuted,verb,5,10
orthodontist,noun,9,12
dentist,noun,12,7
jaws,noun,10,4
orthodontic,adjective,9,11
brodie,noun,10,6
malocclusion,noun,6,12
sucking,verb,8,7
suck,verb,5,4
embarrassed,verb,8,11
susie,noun,5,5
appliance,noun,5,9
dissolve,verb,6,8
disrupt,verb,5,7
retention,noun,12,9
utilized,verb,10,8
sitter,noun,24,6
foregoing,verb,11,9
mourning,verb,8,8
proxy,noun,7,5
experimenter,noun,5,12
unconscious,adjective,30,11
elastic,adjective,7,7
j,noun,6,1
z,noun,5,1
intuitive,adjective,7,9
intrinsic,adjective,5,9
irons,noun,7,5
chickens,noun,13,8
locality,noun,5,8
drought,noun,5,7
invested,verb,11,8
rented,verb,7,6
pig,noun,8,3
deciding,verb,12,8
adolescents,noun,7,11
strangled,verb,6,9
corpses,noun,5,7
admissible,adjective,9,10
catharsis,noun,5,9
eichmann,noun,14,8
recollection,noun,5,12
overcoming,verb,6,10
shout,verb,8,5
murderer,noun,19,8
betrayal,noun,6,8
czechoslovakia,noun,5,14
complement,noun,21,10
dislike,noun,14,7
unspeakable,adjective,5,11
convict,verb,6,7
epic,adjective,18,4
unavailable,adjective,7,11
surgeon,noun,11,7
sullen,adjective,9,6
sensibilities,noun,6,13
blurred,verb,6,7
sanctions,verb,9,9
regards,verb,7,7
procreation,noun,5,11
subjective,adjective,18,10
ascertain,verb,7,9
propagation,noun,8,11
clenched,verb,5,8
unnatural,adjective,8,9
condemnation,noun,7,12
affirmed,verb,6,8
voyage,noun,16,6
mate,noun,21,4
commanded,verb,15,9
fragmentary,adjective,7,11
dartmouth,noun,30,9
furious,adjective,8,7
strait,noun,5,6
juet,noun,8,4
forties,noun,7,7
avoiding,verb,11,8
patched,verb,5,7
intuition,noun,18,9
swore,verb,14,5
cabins,noun,7,6
sworn,verb,5,5
calmed,verb,6,6
axe,noun,6,3
selkirk,noun,12,7
aborigines,noun,8,10
kingston,noun,5,8
huts,noun,6,4
stockade,noun,12,8
daer,noun,5,4
traders,noun,26,7
ox,noun,6,2
barley,noun,6,6
prompted,verb,7,8
snelling,noun,7,8
disappointed,verb,15,12
powder,noun,28,6
mice,noun,10,4
lucian,noun,5,6
refrain,verb,10,7
thicker,adjective,5,7
comrades,noun,10,8
figurative,adjective,5,10
annoyed,verb,7,7
sergeant,noun,28,8
modes,noun,8,5
yank,noun,7,4
plantation,noun,19,10
stationed,verb,5,9
rebs,noun,5,4
homely,adjective,9,6
laundering,verb,7,10
stereotyped,verb,5,11
companions,noun,8,10
helion,noun,19,6
pa,noun,23,2
illiterate,adjective,8,10
ass,noun,5,3
guts,noun,9,4
regiment,noun,25,8
cavalry,noun,26,7
legends,noun,10,7
rationalize,verb,5,11
cohesive,adjective,11,8
incarnation,noun,5,11
patriotism,noun,6,10
homogeneous,adjective,8,11
oral,adjective,27,4
myths,noun,6,5
definitions,noun,6,11
lore,noun,7,4
collector,noun,8,9
shudder,verb,5,7
analyst,noun,7,7
poems,noun,82,5
bias,noun,8,4
torrio,noun,12,6
cicero,noun,5,6
lethal,adjective,5,6
murders,noun,12,7
disliked,verb,11,8
capone,noun,6,6
waiter,noun,10,6
waiters,noun,5,7
ryan,noun,15,4
telegraph,noun,21,9
jerked,verb,12,6
liking,noun,11,6
insolence,noun,6,9
buckle,noun,5,6
cops,noun,17,4
proliferation,noun,5,13
tsunami,noun,21,7
earthquake,noun,9,10
catastrophic,adjective,5,12
osaka,noun,6,5
crest,noun,12,5
gravity,noun,7,7
detectable,adjective,8,10
amplitude,noun,6,9
rattling,verb,7,8
glowed,verb,6,6
organism,noun,6,8
swollen,adjective,12,7
earthquakes,noun,9,11
calculations,noun,10,12
garryowen,noun,14,9
mel,noun,8,3
ridden,verb,6,6
swivel,adjective,5,6
co,noun,5,2
custer,noun,5,6
goulding,noun,7,8
leyte,noun,6,5
platoon,noun,7,7
hurling,verb,5,7
g,noun,16,1
okay,function,20,4
battlefield,noun,5,11
graphic,adjective,6,7
oppressed,verb,5,9
reputed,verb,5,7
backwoods,adjective,5,9
isolation,noun,16,9
mask,noun,9,4
misunderstood,verb,6,13
pretended,verb,6,9
rattle,noun,5,6
thumping,noun,5,8
shutters,noun,5,8
newspaperman,noun,6,12
gunfire,noun,7,7
blackened,verb,5,9
siege,noun,6,5
ambush,noun,7,6
frenchman,noun,8,9
stiffened,verb,8,9
spinning,verb,11,8
bouncing,verb,9,8
traversed,verb,6,9
coatings,noun,12,8
elders,noun,9,6
strode,verb,10,6
dusty,adjective,16,5
pet,noun,8,3
happiness,noun,23,9
wrists,noun,6,6
antiseptic,adjective,6,10
weakening,noun,6,9
beards,noun,5,6
ancestral,adjective,5,9
clinical,adjective,27,8
marry,verb,18,5
peripheral,adjective,8,10
outing,noun,5,6
counterparts,noun,11,12
sexes,noun,11,5
generates,verb,5,9
graduating,verb,7,10
fran,noun,5,4
ivy,noun,9,3
coolness,noun,5,8
bathed,verb,7,6
healing,noun,6,7
scar,noun,10,4
knot,noun,8,4
rubbing,verb,11,7
proverb,noun,5,7
scraping,verb,7,8
soap,noun,22,4
bee,noun,11,3
glycerine,noun,5,9
afflicted,verb,8,9
itch,noun,5,4
steeped,verb,5,7
soaked,verb,6,6
sticky,adjective,9,6
soak,verb,7,4
scraped,verb,8,7
soaking,verb,6,7
brandy,noun,7,6
rope,noun,15,4
waist,noun,11,5
inscrutable,adjective,5,11
wines,noun,24,5
practicable,adjective,6,11
allowable,adjective,5,9
chilling,verb,5,8
acquiring,verb,11,9
bucket,noun,7,6
aeration,noun,7,8
burgundy,noun,6,8
giffen,noun,17,6
humane,adjective,5,6
planter,noun,6,7
palfrey,noun,26,7
apologized,verb,5,10
appointees,noun,5,10
walton,noun,9,6
debated,verb,5,7
victoria,noun,8,8
coating,noun,36,7
tenant,noun,5,6
sofa,noun,6,4
cropped,verb,5,7
ski,noun,5,3
kissed,verb,15,6
mckinley,noun,11,8
chopping,verb,5,8
ax,noun,6,2
hanoverian,adjective,7,10
factions,noun,6,8
pausing,verb,6,7
log,noun,11,3
hut,noun,13,3
punch,noun,5,5
penn,noun,5,4
thayer,noun,13,6
corral,verb,5,6
borden,noun,20,6
lizzie,noun,17,6
inquest,noun,5,7
alibi,noun,8,5
bridget,noun,21,7
unlocked,verb,12,8
sinister,adjective,13,8
kirby,noun,9,5
upton,noun,18,5
winslow,noun,11,7
spelman,noun,11,7
packard,noun,13,7
giles,noun,7,5
geometry,noun,9,8
rhetoric,noun,5,8
hardships,noun,5,9
drafting,verb,6,8
motivation,noun,11,10
relevance,noun,10,9
typing,verb,7,6
soybean,noun,5,7
soybeans,noun,6,8
processed,verb,12,9
oils,noun,15,4
constituent,noun,5,11
cosmetics,noun,7,9
locust,noun,6,6
fibrous,adjective,5,7
stony,adjective,5,5
brazil,noun,8,6
islanders,noun,6,9
dill,noun,12,4
strays,noun,6,6
hosses,noun,5,6
ranchers,noun,7,8
choked,verb,7,6
pilgrims,noun,6,8
denoted,verb,9,7
stir,verb,7,4
lieu,noun,5,4
resorted,verb,5,8
hoss,noun,5,4
discontinued,verb,7,12
circled,verb,9,7
yell,noun,9,4
reef,noun,11,4
kearton,noun,9,7
ulyate,noun,15,6
loveless,noun,5,8
cracks,noun,7,6
sounder,noun,5,7
leaning,verb,15,7
blew,verb,12,4
fetch,verb,6,5
peering,verb,9,7
crouched,verb,16,8
whirled,verb,6,7
stamping,verb,5,8
ducked,verb,5,6
yelled,verb,22,6
clung,verb,14,5
aperture,noun,8,8
bruised,verb,7,7
spin,verb,7,4
whining,verb,6,7
scant,adjective,5,5
tossing,verb,5,7
proclaim,verb,13,8
prevails,verb,7,8
illustrative,adjective,6,12
dickens,noun,16,7
forgot,verb,18,6
rancher,noun,15,7
preferences,noun,7,11
fuzzy,adjective,7,5
kidneys,noun,5,7
delinquent,adjective,6,10
knuckles,noun,8,8
shone,verb,5,5
trolley,noun,5,7
diffusion,noun,24,9
unwed,adjective,12,5
postulated,verb,7,10
erikson,noun,6,7
socialization,noun,6,13
adolescence,noun,18,11
developmental,adjective,9,13
polar,adjective,7,5
identities,noun,10,10
deterministic,adjective,7,13
groping,noun,5,7
polarization,noun,6,12
transcends,verb,6,10
pregnant,adjective,8,8
selden,noun,15,6
litigation,noun,13,10
infringement,noun,7,12
singular,adjective,14,8
conceal,verb,7,7
procedural,adjective,7,10
automotive,adjective,8,10
disregard,noun,6,9
conflicting,verb,8,11
interchange,noun,6,11
royalty,noun,7,7
withholding,noun,8,11
adjunct,noun,6,7
planetary,adjective,21,9
hanch,noun,5,5
piazza,noun,15,6
dei,noun,5,3
palazzo,noun,11,7
facade,noun,7,6
staircase,noun,8,9
shaded,verb,6,6
corso,noun,7,5
denoting,verb,5,8
agnese,noun,6,6
harlem,noun,14,6
blank,adjective,14,5
occurring,verb,21,9
uneasiness,noun,5,10
callous,adjective,7,7
trapped,verb,7,7
ghetto,noun,11,6
northerners,noun,5,11
diminishing,verb,8,11
kiss,noun,17,4
registers,verb,5,9
griffith,noun,18,8
robbers,noun,6,7
posse,noun,11,5
grandmother,noun,9,11
sequences,noun,6,9
condensed,verb,9,9
cluster,verb,13,7
recruitment,noun,7,11
outreach,noun,5,8
motifs,noun,5,6
rebuilding,verb,6,10
pelts,noun,9,5
bienville,noun,9,9
perier,noun,6,6
unfriendly,adjective,6,10
displeased,verb,7,10
discretion,noun,14,10
tuition,noun,5,7
rooney,noun,7,6
confidential,adjective,6,12
oath,noun,6,4
detached,verb,12,8
barren,adjective,7,6
countenance,noun,6,11
tails,noun,7,5
espionage,noun,5,9
menshikov,noun,7,9
vogue,noun,6,5
wits,noun,5,4
drawer,noun,8,6
murmured,verb,17,8
kyoto,noun,7,5
masu,noun,6,4
nara,noun,6,4
eldest,adjective,5,6
reflections,noun,7,11
prudence,noun,6,8
complicity,noun,7,10
exploitation,noun,5,12
bourbons,noun,6,8
puzzling,adjective,9,8
scornful,adjective,5,8
outbursts,noun,6,9
wrecking,verb,5,8
bastards,noun,14,8
unreconstructed,adjective,5,15
tory,noun,12,4
celtic,adjective,7,6
claimants,noun,5,9
sovereign,noun,30,9
arena,noun,7,5
feudal,adjective,6,6
coincides,verb,5,9
homeland,noun,5,8
civilizational,adjective,8,14
elapsed,verb,5,7
restraining,verb,7,11
frail,adjective,8,5
thinkers,noun,6,8
telephones,noun,6,10
continual,adjective,5,9
wisman,noun,9,6
screeching,verb,7,10
obnoxious,adjective,5,9
guarded,verb,5,7
fragments,noun,10,9
fragment,noun,6,8
squall,noun,7,6
thickened,verb,5,9
swooped,verb,5,7
sucked,verb,6,6
aborigine,noun,7,9
bivouac,noun,5,7
patted,verb,7,6
starving,verb,6,8
eyelids,noun,7,7
crawling,verb,8,8
crawl,verb,11,5
wandered,verb,8,8
blinked,verb,6,7
swear,verb,10,5
fella,noun,6,5
potters,noun,8,7
glistening,verb,6,10
persians,noun,12,8
dirty,adjective,36,5
lugged,verb,5,6
sniffed,verb,6,7
caravan,noun,8,7
alcoves,noun,5,7
vaults,noun,6,6
tunnel,verb,10,6
dice,noun,14,4
attribute,noun,6,9
frankfurt,noun,7,9
palestine,noun,7,9
strangers,noun,8,9
merging,verb,5,7
militia,noun,11,7
pamphlets,noun,9,9
refugee,noun,7,7
whigs,noun,6,5
urbanization,noun,8,12
agrarian,adjective,8,8
unreal,adjective,6,6
unwanted,adjective,6,8
crept,verb,11,5
deference,noun,5,9
individualized,verb,5,14
keith,noun,21,5
disappearance,noun,8,13
choreographer,noun,5,13
environmental,adjective,7,13
syntax,noun,6,6
contradictions,noun,5,14
energies,noun,11,8
attendant,adjective,12,9
ambiguities,noun,7,11
perceptual,adjective,7,10
serial,adjective,7,6
intensities,noun,5,11
ching,noun,5,5
analytic,adjective,16,8
spatial,adjective,10,7
pollock,noun,8,7
impelled,verb,6,8
garth,noun,14,5
mars,noun,21,4
evolve,verb,5,6
cunningham,noun,5,10
variables,noun,26,9
approximate,adjective,11,11
segments,noun,10,8
transitions,noun,5,11
calhoun,noun,10,7
hostilities,noun,5,11
forerunner,noun,7,10
organisms,noun,7,9
molecular,adjective,17,9
copernicus,noun,13,10
cooperatives,noun,10,12
communes,noun,5,8
reconstruct,verb,6,11
unaware,adjective,13,7
solar,adjective,16,5
ptolemaic,adjective,12,9
suggestive,adjective,9,10
godot,noun,5,5
beckett,noun,6,7
sharpened,verb,5,9
humility,noun,5,8
corresponds,verb,6,11
tweed,noun,5,5
shirt,noun,27,5
buzzing,verb,6,7
manifold,adjective,13,8
boulevard,noun,11,9
knelt,verb,8,5
kneel,verb,5,5
marijuana,noun,10,9
lipton,noun,5,6
mystique,noun,5,8
tame,verb,5,4
dylan,noun,11,5
dialectic,noun,6,9
psychoanalysis,noun,5,14
liberated,verb,8,9
curb,verb,13,4
metaphysics,noun,12,11
alienation,noun,22,10
betrayed,verb,8,8
negation,noun,5,8
null,adjective,13,4
venice,noun,7,6
enhanced,verb,5,8
drugged,verb,5,7
garments,noun,6,8
queer,adjective,6,5
scent,noun,6,5
bees,noun,15,4
ragged,adjective,9,6
tubs,noun,5,4
pots,noun,5,4
slit,noun,6,4
enchanted,verb,5,9
spire,noun,5,5
hub,noun,11,3
cunning,noun,5,7
epithets,noun,7,8
wretched,adjective,7,8
jacoby,noun,5,6
humiliation,noun,6,11
quivering,verb,7,9
disguise,noun,5,8
catastrophes,noun,5,12
churchyard,noun,8,10
cyclist,noun,8,7
highroad,noun,6,8
piepsam,noun,13,7
humanism,noun,5,8
causal,adjective,6,6
mimesis,noun,12,7
plato,noun,20,5
intellect,noun,5,9
poetics,noun,8,7
abstraction,noun,16,11
immediacy,noun,8,9
interrelated,verb,5,12
scepticism,noun,5,10
hound,noun,7,5
enroll,verb,5,6
purified,verb,10,8
isolate,verb,8,7
heidenstam,noun,6,10
prosperous,adjective,8,10
scanned,verb,10,7
parthenon,noun,6,9
grouped,verb,5,7
individualism,noun,12,13
acquiescence,noun,5,12
exalted,verb,7,7
authors,noun,23,7
coherent,adjective,5,8
procession,noun,5,10
warriors,noun,7,8
longed,verb,7,6
punished,verb,7,8
entrepreneur,noun,6,12
sherlock,noun,6,8
advent,noun,5,6
informs,verb,6,7
verified,verb,6,8
moriarty,noun,5,8
defiance,noun,7,8
hammer,noun,9,6
monitoring,noun,13,10
exclamation,noun,6,11
measurable,adjective,5,10
endeavors,noun,5,9
n,noun,38,1
configuration,noun,7,13
noisy,adjective,6,5
dispersed,verb,7,9
fervent,adjective,5,7
optimum,adjective,16,7
mineralogy,noun,5,10
diffraction,noun,7,11
gabriel,noun,12,7
rousseau,noun,19,8
utopians,noun,5,8
indecent,adjective,6,8
rendezvous,noun,7,10
utopian,adjective,21,7
pretense,noun,6,8
proprietorship,noun,9,14
stimuli,noun,5,7
quarterly,adjective,6,9
accruing,verb,7,8
shylock,noun,7,7
hiding,verb,17,6
aberrant,adjective,5,8
powders,noun,5,7
forensic,adjective,7,8
martyr,noun,8,6
inheritance,noun,6,11
bout,noun,5,4
capacities,noun,5,10
ontological,adjective,8,11
tenuous,adjective,6,7
reversible,adjective,6,10
activation,noun,7,10
psychoanalytic,adjective,7,14
oedipus,noun,20,7
neurosis,noun,6,8
incest,noun,13,6
comparisons,noun,6,11
uncanny,adjective,5,7
grigorss,noun,5,8
fisherman,noun,5,9
overrun,verb,5,7
arp,noun,6,3
sensed,verb,17,6
wasting,verb,5,7
smelled,verb,19,7
frieze,noun,13,6
plotted,verb,10,7
simulated,verb,7,9
duclos,noun,7,6
flemish,adjective,5,7
cigarettes,noun,12,10
jason,noun,5,5
originality,noun,6,11
pendleton,noun,5,9
habitual,adjective,5,8
bangs,noun,6,5
lyford,noun,5,6
reflective,adjective,6,10
irritated,verb,5,9
badness,noun,9,7
speculate,verb,7,9
ptolemy,noun,8,7
diurnal,adjective,5,7
contour,noun,6,7
spherical,adjective,8,9
terrestrial,adjective,7,11
discrete,adjective,7,8
muddy,adjective,10,5
distinguishes,verb,5,13
copernican,adjective,8,10
epicycles,noun,6,9
velocities,noun,6,10
resultants,noun,5,10
lunar,adjective,10,5
approximated,verb,5,12
astronomical,adjective,6,12
henrietta,noun,41,9
mamma,noun,8,5
szold,noun,11,5
jastrow,noun,11,7
nephew,noun,9,6
rabbi,noun,13,5
mustache,noun,5,8
unwillingness,noun,5,13
jo,noun,6,2
sadie,noun,5,5
descriptions,noun,10,12
olgivanna,noun,7,9
miriam,noun,30,6
taliesin,noun,11,8
warrants,noun,5,8
constable,noun,5,9
weston,noun,8,6
generalized,verb,9,11
mattered,verb,5,8
taut,adjective,7,4
awaken,verb,7,6
hormone,noun,13,7
maternal,adjective,5,8
writ,verb,7,4
tact,noun,6,4
indulged,verb,5,8
eyed,verb,7,4
sparse,adjective,5,6
lilian,noun,7,6
kneeling,verb,5,8
transactions,noun,5,12
scout,verb,8,5
hairy,adjective,5,5
glared,verb,5,6
shann,noun,9,5
manley,noun,6,6
adoniram,noun,6,8
trousers,noun,7,8
chimney,noun,7,7
chattering,verb,6,10
whig,noun,6,4
tories,noun,6,6
steele,noun,21,6
molesworth,noun,7,10
blasphemous,adjective,5,11
pretentious,adjective,6,11
asserts,verb,5,7
showered,verb,5,8
courtier,noun,5,8
reviews,verb,9,7
parliamentary,adjective,8,13
arlen,noun,13,5
monacle,noun,5,7
guild,noun,7,5
allusions,noun,5,9
stall,noun,18,5
herford,noun,5,7
hetman,noun,12,6
hearst,noun,48,6
baer,noun,5,4
shadowing,verb,5,9
monkey,noun,9,6
wrinkled,verb,12,8
brow,noun,6,4
fruitless,adjective,5,9
brandishing,verb,5,11
coroner,noun,5,7
grunted,verb,9,7
mama,noun,44,4
banister,noun,5,8
stairway,noun,6,8
wrist,noun,10,5
accompany,verb,8,9
lungs,noun,20,5
emmett,noun,5,6
swirled,verb,5,7
perceptions,noun,9,11
diversity,noun,13,9
predispositions,noun,9,15
claimant,noun,8,8
multiplicity,noun,8,12
maximization,noun,7,12
outcomes,noun,11,8
legacy,noun,5,6
symposium,noun,9,9
specificity,noun,10,11
recurring,verb,6,9
fromm,noun,15,5
differentiated,verb,5,14
stoicism,noun,5,8
hellenic,adjective,6,8
exhibiting,verb,6,10
reformation,noun,5,11
romantics,noun,5,9
elimination,noun,9,11
snapping,noun,9,8
grinning,verb,7,8
garibaldi,noun,13,9
trevelyan,noun,17,9
papal,adjective,7,5
assessing,verb,10,9
venetian,adjective,6,8
interplay,noun,6,9
deserted,verb,15,8
lowell,noun,6,6
blenheim,noun,5,8
kehl,noun,11,4
rhine,noun,7,5
strasbourg,noun,8,10
bicycle,noun,5,7
chill,adjective,14,5
streaming,verb,7,9
surrendered,verb,7,11
sundown,noun,6,7
whistled,verb,6,8
traps,noun,8,5
coordinates,noun,6,11
meynell,noun,7,7
katie,noun,15,5
maggie,noun,23,6
kindness,noun,5,8
opium,noun,16,5
diction,noun,6,7
littlepage,noun,10,10
brows,noun,5,5
comb,noun,6,4
divan,noun,6,5
suvorov,noun,6,7
slept,verb,27,5
cock,noun,5,4
demographic,adjective,12,11
tribal,adjective,6,6
mando,noun,5,5
acropolis,noun,6,9
uh,function,6,2
huh,function,5,3
athens,noun,8,6
shattering,verb,6,10
aegean,noun,15,6
moonlight,noun,13,9
ruins,noun,8,5
woodruff,noun,30,8
entitle,verb,5,7
assassin,noun,6,8
fe,noun,7,2
gorton,noun,32,6
plymouth,noun,11,8
chaplain,noun,5,8
hemorrhage,noun,5,10
bequest,noun,5,7
exceeded,verb,5,8
julia,noun,27,5
revise,verb,5,6
severed,verb,6,7
newt,noun,8,4
gosson,noun,5,6
fiber,noun,27,5
ion,noun,6,3
carriage,noun,11,8
suppression,noun,7,11
sampling,noun,22,8
riflemen,noun,6,8
redcoats,noun,9,8
howe,noun,10,4
rabbits,noun,5,7
periphery,noun,5,9
intercept,verb,6,9
thankful,adjective,6,8
web,noun,6,3
arbiter,noun,5,7
othon,noun,9,5
nasty,adjective,5,5
alpert,noun,5,6
tessie,noun,7,6
meltzer,noun,12,7
jug,noun,6,3
lilly,noun,10,5
hips,noun,8,4
archaeological,adjective,8,14
germanic,adjective,9,8
kemble,noun,5,6
saxons,noun,7,6
saxon,noun,18,5
lappenberg,noun,5,10
retreated,verb,8,9
invasions,noun,9,9
infiltration,noun,6,12
ranking,verb,5,7
ditch,noun,10,5
fosdick,noun,10,7
ctca,noun,5,4
macbeth,noun,6,7
quarry,noun,7,6
voltaire,noun,9,8
shakespearean,adjective,6,13
haunted,verb,8,7
immaculate,adjective,5,10
blake,noun,6,5
streaks,noun,6,7
quiney,noun,23,6
greville,noun,14,8
bailiff,noun,6,7
stratford,noun,6,9
sturley,noun,10,7
estates,noun,5,7
exchequer,noun,5,9
monei,noun,5,5
yow,function,5,3
apron,noun,7,5
mee,function,5,3
bancroft,noun,5,8
hys,function,5,3
unseen,adjective,5,6
farmhouse,noun,8,9
adventurous,adjective,5,11
gantry,noun,5,6
breasted,noun,6,8
blackman,noun,15,8
smoking,verb,8,7
deacon,noun,5,6
prolusion,noun,5,9
banter,noun,5,6
hypothetical,adjective,8,12
dystopias,noun,8,9
dystopian,adjective,7,9
folded,verb,15,6
ad,noun,5,2
skepticism,noun,5,10
spencer,noun,23,7
malraux,noun,13,7
bewildered,verb,6,10
fresco,noun,7,6
sunk,verb,6,4
apocalyptic,adjective,5,11
rexroth,noun,6,7
patchen,noun,26,7
hunted,verb,7,6
budd,noun,5,4
ma,noun,17,2
krim,noun,17,4
duck,verb,9,4
ghettos,noun,5,7
disfigured,verb,5,10
booth,noun,7,5
sociology,noun,15,9
dozed,verb,5,5
lauro,noun,6,5
bosis,noun,6,5
ghosts,noun,5,6
swam,verb,6,4
sba,noun,25,3
directory,noun,7,9
surveying,verb,8,9
focusing,noun,6,8
neglecting,verb,5,10
analyses,noun,13,8
garages,noun,5,7
situs,noun,5,5
questionnaire,noun,37,13
leesona,noun,5,7
cobb,noun,18,4
calendars,noun,11,9
installment,noun,5,11
plantations,noun,7,11
pursuant,function,27,8
sally,noun,13,5
saline,adjective,31,6
subsection,noun,13,10
